The United States of America, Death rates (period 1x10), 	Last modified: 15 Mar 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1980-1989       47             0.002851        0.005220        0.004007
1980-1989       48             0.003311        0.005928        0.004588
1980-1989       49             0.003436        0.006115        0.004744
1980-1989       50             0.003811        0.006936        0.005325
1980-1989       51             0.004327        0.007735        0.005979
1980-1989       52             0.004727        0.008581        0.006590
1980-1989       53             0.005109        0.009305        0.007135
1980-1989       54             0.005475        0.010054        0.007673
1980-1989       55             0.006036        0.011316        0.008554
1980-1989       56             0.006608        0.012294        0.009312
1980-1989       57             0.007082        0.013183        0.009976
1980-1989       58             0.008093        0.015139        0.011419
1980-1989       59             0.008463        0.015828        0.011927
1980-1989       60             0.009324        0.017502        0.013136
1980-1989       61             0.010205        0.018971        0.014292
1980-1989       62             0.011534        0.021410        0.016112
1980-1989       63             0.012166        0.022656        0.017032
1980-1989       64             0.012886        0.024047        0.018007
1980-1989       65             0.014223        0.026608        0.019858
1980-1989       66             0.015410        0.028792        0.021455
1980-1989       67             0.016588        0.031041        0.023061
1980-1989       68             0.018286        0.034391        0.025412
1980-1989       69             0.019395        0.036803        0.026970
1980-1989       70             0.021584        0.040561        0.029775
1980-1989       71             0.023254        0.043748        0.031997
1980-1989       72             0.026250        0.048571        0.035646
1980-1989       73             0.028708        0.052803        0.038716
1980-1989       74             0.030475        0.056173        0.040953
1980-1989       75             0.033690        0.060636        0.044536
1980-1989       76             0.037149        0.066418        0.048691
1980-1989       77             0.040296        0.071536        0.052327
1980-1989       78             0.044184        0.077437        0.056749
1980-1989       79             0.049099        0.084006        0.061986
1980-1989       80             0.056252        0.094404        0.069948
1980-1989       81             0.061814        0.102236        0.075949
1980-1989       82             0.069095        0.111167        0.083408
1980-1989       83             0.076877        0.121046        0.091495
1980-1989       84             0.085207        0.131483        0.100098
1980-1989       85             0.094534        0.142161        0.109426
1980-1989       86             0.105399        0.154684        0.120368
1980-1989       87             0.116729        0.168410        0.131973
1980-1989       88             0.127923        0.181458        0.143244
1980-1989       89             0.141868        0.195870        0.156852
1980-1989       90             0.157388        0.211907        0.172063
1980-1989       91             0.171595        0.227725        0.186267
1980-1989       92             0.190267        0.247818        0.204888
1980-1989       93             0.209223        0.268174        0.223766
1980-1989       94             0.228765        0.287862        0.242912
1980-1989       95             0.249195        0.309881        0.263311
1980-1989       96             0.271892        0.335941        0.286334
1980-1989       97             0.292768        0.353539        0.306072
1980-1989       98             0.312416        0.372001        0.325127
1980-1989       99             0.333787        0.399386        0.347429
1980-1989      100             0.352498        0.408569        0.363872
1980-1989      101             0.379343        0.425858        0.388626
1980-1989      102             0.402216        0.432437        0.408219
1980-1989      103             0.420473        0.456382        0.427554
1980-1989      104             0.434882        0.436434        0.435190
1980-1989      105             0.432475        0.437977        0.433602
1980-1989      106             0.431401        0.446344        0.434520
1980-1989      107             0.466677        0.391951        0.450340
1980-1989      108             0.421644        0.466388        0.432093
1980-1989      109             0.380638        0.342080        0.371234
1980-1989      110+            0.450625        0.414407        0.439796
1990-1999        0             0.007385        0.009100        0.008263
1990-1999        1             0.000592        0.000678        0.000636
1990-1999        2             0.000369        0.000472        0.000422
1990-1999        3             0.000279        0.000366        0.000324
1990-1999        4             0.000222        0.000287        0.000256
1990-1999        5             0.000192        0.000254        0.000224
1990-1999        6             0.000176        0.000227        0.000202
1990-1999        7             0.000167        0.000211        0.000189
1990-1999        8             0.000158        0.000212        0.000186
1990-1999        9             0.000148        0.000197        0.000173
1990-1999       10             0.000146        0.000204        0.000175
1990-1999       11             0.000151        0.000218        0.000185
1990-1999       12             0.000169        0.000257        0.000214
1990-1999       13             0.000193        0.000333        0.000265
1990-1999       14             0.000254        0.000455        0.000357
1990-1999       15             0.000315        0.000628        0.000476
1990-1999       16             0.000434        0.000948        0.000699
1990-1999       17             0.000470        0.001165        0.000829
1990-1999       18             0.000499        0.001458        0.000991
1990-1999       19             0.000470        0.001507        0.000999
1990-1999       20             0.000470        0.001503        0.000998
1990-1999       21             0.000489        0.001602        0.001058
1990-1999       22             0.000491        0.001559        0.001035
1990-1999       23             0.000501        0.001541        0.001030
1990-1999       24             0.000509        0.001482        0.001002
1990-1999       25             0.000540        0.001495        0.001023
1990-1999       26             0.000563        0.001535        0.001052
1990-1999       27             0.000602        0.001587        0.001098
1990-1999       28             0.000638        0.001685        0.001164
1990-1999       29             0.000654        0.001699        0.001178
1990-1999       30             0.000703        0.001797        0.001253
1990-1999       31             0.000784        0.001943        0.001365
1990-1999       32             0.000811        0.002036        0.001424
1990-1999       33             0.000886        0.002147        0.001515
1990-1999       34             0.000942        0.002203        0.001573
1990-1999       35             0.001006        0.002310        0.001658
1990-1999       36             0.001093        0.002456        0.001771
1990-1999       37             0.001177        0.002594        0.001882
1990-1999       38             0.001315        0.002814        0.002059
1990-1999       39             0.001324        0.002812        0.002063
1990-1999       40             0.001432        0.003004        0.002212
1990-1999       41             0.001579        0.003290        0.002424
1990-1999       42             0.001688        0.003449        0.002558
1990-1999       43             0.001833        0.003674        0.002739
1990-1999       44             0.001951        0.003813        0.002872
1990-1999       45             0.002113        0.004073        0.003080
1990-1999       46             0.002341        0.004457        0.003380
1990-1999       47             0.002538        0.004746        0.003621
1990-1999       48             0.002858        0.005199        0.004005
1990-1999       49             0.002997        0.005310        0.004132
1990-1999       50             0.003275        0.005749        0.004487
1990-1999       51             0.003689        0.006426        0.005025
1990-1999       52             0.004082        0.006982        0.005496
1990-1999       53             0.004486        0.007640        0.006018
1990-1999       54             0.004770        0.008173        0.006423
1990-1999       55             0.005318        0.009084        0.007140
1990-1999       56             0.005896        0.009971        0.007860
1990-1999       57             0.006393        0.010826        0.008522
1990-1999       58             0.007221        0.012268        0.009640
1990-1999       59             0.007688        0.012925        0.010192
1990-1999       60             0.008420        0.014401        0.011255
1990-1999       61             0.009472        0.015974        0.012556
1990-1999       62             0.010335        0.017606        0.013763
1990-1999       63             0.011190        0.018884        0.014808
1990-1999       64             0.011977        0.020486        0.015934
1990-1999       65             0.013179        0.022412        0.017433
1990-1999       66             0.014255        0.024252        0.018826
1990-1999       67             0.015412        0.026136        0.020286
1990-1999       68             0.017073        0.029078        0.022485
1990-1999       69             0.018376        0.031398        0.024177
1990-1999       70             0.020036        0.034127        0.026238
1990-1999       71             0.022177        0.037383        0.028840
1990-1999       72             0.024388        0.040332        0.031313
1990-1999       73             0.026566        0.043866        0.033988
1990-1999       74             0.028550        0.047386        0.036501
1990-1999       75             0.031113        0.051411        0.039553
1990-1999       76             0.034361        0.056342        0.043379
1990-1999       77             0.037785        0.061630        0.047391
1990-1999       78             0.041188        0.066959        0.051325
1990-1999       79             0.045585        0.073010        0.056122
1990-1999       80             0.052567        0.084306        0.064425
1990-1999       81             0.058098        0.092407        0.070573
1990-1999       82             0.064749        0.101568        0.077745
1990-1999       83             0.071913        0.111963        0.085604
1990-1999       84             0.079892        0.122210        0.093866
1990-1999       85             0.088802        0.134318        0.103292
1990-1999       86             0.099201        0.146969        0.113835
1990-1999       87             0.110422        0.159873        0.124974
1990-1999       88             0.122336        0.174759        0.137129
1990-1999       89             0.136650        0.191359        0.151433
1990-1999       90             0.152038        0.208753        0.166694
1990-1999       91             0.168055        0.226282        0.182440
1990-1999       92             0.187248        0.247742        0.201500
1990-1999       93             0.206990        0.270854        0.221349
1990-1999       94             0.228971        0.293140        0.242725
1990-1999       95             0.250732        0.316582        0.264190
1990-1999       96             0.274396        0.342928        0.287757
1990-1999       97             0.298309        0.370852        0.311759
1990-1999       98             0.323047        0.392133        0.335228
1990-1999       99             0.345715        0.412962        0.357031
1990-1999      100             0.379528        0.448868        0.390713
1990-1999      101             0.406795        0.472962        0.417052
1990-1999      102             0.437900        0.501050        0.447396
1990-1999      103             0.451152        0.536219        0.463507
1990-1999      104             0.483589        0.525452        0.489514
1990-1999      105             0.511433        0.526329        0.513561
1990-1999      106             0.517233        0.498754        0.514505
1990-1999      107             0.542987        0.542741        0.542949
1990-1999      108             0.541125        0.465716        0.528591
1990-1999      109             0.550233        0.484276        0.538337
1990-1999      110+            0.521519        0.663567        0.546354
2000-2009        0             0.006260        0.007667        0.006979
2000-2009        1             0.000438        0.000523        0.000481
2000-2009        2             0.000276        0.000349        0.000313
2000-2009        3             0.000199        0.000264        0.000232
2000-2009        4             0.000165        0.000209        0.000188
2000-2009        5             0.000145        0.000181        0.000163
2000-2009        6             0.000134        0.000160        0.000147
2000-2009        7             0.000124        0.000149        0.000137
2000-2009        8             0.000119        0.000151        0.000135
2000-2009        9             0.000122        0.000147        0.000135
2000-2009       10             0.000119        0.000154        0.000137
2000-2009       11             0.000124        0.000166        0.000145
2000-2009       12             0.000129        0.000188        0.000160
2000-2009       13             0.000154        0.000233        0.000195
2000-2009       14             0.000189        0.000304        0.000248
2000-2009       15             0.000236        0.000425        0.000333
2000-2009       16             0.000331        0.000643        0.000491
2000-2009       17             0.000379        0.000849        0.000621
2000-2009       18             0.000436        0.001137        0.000797
2000-2009       19             0.000440        0.001288        0.000876
2000-2009       20             0.000444        0.001334        0.000901
2000-2009       21             0.000479        0.001441        0.000972
2000-2009       22             0.000470        0.001435        0.000964
2000-2009       23             0.000478        0.001425        0.000961
2000-2009       24             0.000495        0.001424        0.000967
2000-2009       25             0.000503        0.001393        0.000954
2000-2009       26             0.000533        0.001409        0.000974
2000-2009       27             0.000549        0.001401        0.000977
2000-2009       28             0.000578        0.001392        0.000988
2000-2009       29             0.000621        0.001428        0.001027
2000-2009       30             0.000634        0.001407        0.001024
2000-2009       31             0.000676        0.001471        0.001076
2000-2009       32             0.000734        0.001481        0.001109
2000-2009       33             0.000781        0.001548        0.001165
2000-2009       34             0.000843        0.001632        0.001238
2000-2009       35             0.000923        0.001724        0.001324
2000-2009       36             0.000992        0.001808        0.001399
2000-2009       37             0.001088        0.001967        0.001526
2000-2009       38             0.001189        0.002113        0.001650
2000-2009       39             0.001322        0.002247        0.001782
2000-2009       40             0.001445        0.002455        0.001947
2000-2009       41             0.001566        0.002666        0.002112
2000-2009       42             0.001706        0.002896        0.002296
2000-2009       43             0.001889        0.003142        0.002510
2000-2009       44             0.002052        0.003436        0.002737
2000-2009       45             0.002224        0.003718        0.002962
2000-2009       46             0.002402        0.004051        0.003216
2000-2009       47             0.002602        0.004390        0.003484
2000-2009       48             0.002806        0.004781        0.003778
2000-2009       49             0.003026        0.005158        0.004075
2000-2009       50             0.003271        0.005608        0.004418
2000-2009       51             0.003492        0.006013        0.004728
2000-2009       52             0.003778        0.006521        0.005120
2000-2009       53             0.004036        0.006956        0.005464
2000-2009       54             0.004359        0.007434        0.005859
2000-2009       55             0.004719        0.008097        0.006361
2000-2009       56             0.005095        0.008594        0.006795
2000-2009       57             0.005565        0.009283        0.007368
2000-2009       58             0.006089        0.010015        0.007988
2000-2009       59             0.006670        0.010841        0.008682
2000-2009       60             0.007348        0.011893        0.009532
2000-2009       61             0.007969        0.012641        0.010211
2000-2009       62             0.008774        0.013905        0.011226
2000-2009       63             0.009607        0.015129        0.012237
2000-2009       64             0.010532        0.016489        0.013358
2000-2009       65             0.011431        0.017797        0.014433
2000-2009       66             0.012406        0.019195        0.015594
2000-2009       67             0.013636        0.020877        0.017018
2000-2009       68             0.014758        0.022597        0.018397
2000-2009       69             0.016185        0.024778        0.020145
2000-2009       70             0.017902        0.027121        0.022115
2000-2009       71             0.019426        0.029353        0.023933
2000-2009       72             0.021483        0.032293        0.026339
2000-2009       73             0.023509        0.035468        0.028831
2000-2009       74             0.025933        0.038534        0.031478
2000-2009       75             0.028665        0.042715        0.034761
2000-2009       76             0.031382        0.046281        0.037766
2000-2009       77             0.034674        0.050942        0.041541
2000-2009       78             0.038321        0.055884        0.045617
2000-2009       79             0.042398        0.061605        0.050238
2000-2009       80             0.049213        0.070934        0.057885
2000-2009       81             0.054563        0.078363        0.063860
2000-2009       82             0.061286        0.086836        0.071035
2000-2009       83             0.068289        0.096116        0.078642
2000-2009       84             0.076564        0.106706        0.087476
2000-2009       85             0.085919        0.118224        0.097273
2000-2009       86             0.096553        0.132172        0.108663
2000-2009       87             0.108296        0.146161        0.120705
2000-2009       88             0.121674        0.162420        0.134499
2000-2009       89             0.136504        0.180949        0.149878
2000-2009       90             0.152489        0.199668        0.166010
2000-2009       91             0.170863        0.220478        0.184365
2000-2009       92             0.190961        0.244503        0.204752
2000-2009       93             0.212913        0.270100        0.226803
2000-2009       94             0.235253        0.298094        0.249576
2000-2009       95             0.260979        0.323706        0.274382
2000-2009       96             0.285855        0.351457        0.298991
2000-2009       97             0.313429        0.378765        0.325677
2000-2009       98             0.342136        0.407404        0.353595
2000-2009       99             0.366748        0.437574        0.378435
2000-2009      100             0.401390        0.472484        0.412308
2000-2009      101             0.436945        0.515201        0.448203
2000-2009      102             0.461984        0.518879        0.469671
2000-2009      103             0.494257        0.552118        0.501640
2000-2009      104             0.531751        0.599580        0.540022
2000-2009      105             0.567153        0.614437        0.572733
2000-2009      106             0.593773        0.683848        0.603890
2000-2009      107             0.599639        0.542186        0.593060
2000-2009      108             0.657361        0.556408        0.644751
2000-2009      109             0.608791        0.575052        0.604080
2000-2009      110+            0.680480        0.813441        0.696287
2010-2019        0             0.005327        0.006406        0.005879
2010-2019        1             0.000361        0.000435        0.000399
2010-2019        2             0.000223        0.000289        0.000257
2010-2019        3             0.000165        0.000222        0.000194
2010-2019        4             0.000137        0.000174        0.000156
2010-2019        5             0.000119        0.000146        0.000133
2010-2019        6             0.000108        0.000127        0.000118
2010-2019        7             0.000099        0.000125        0.000112
2010-2019        8             0.000099        0.000123        0.000112
2010-2019        9             0.000096        0.000122        0.000109
2010-2019       10             0.000095        0.000124        0.000110
2010-2019       11             0.000103        0.000134        0.000119
2010-2019       12             0.000112        0.000153        0.000133
2010-2019       13             0.000132        0.000186        0.000160
2010-2019       14             0.000159        0.000249        0.000205
2010-2019       15             0.000186        0.000339        0.000264
2010-2019       16             0.000233        0.000480        0.000359
2010-2019       17             0.000273        0.000634        0.000458
2010-2019       18             0.000341        0.000888        0.000622
2010-2019       19             0.000374        0.001024        0.000707
2010-2019       20             0.000404        0.001111        0.000766
2010-2019       21             0.000447        0.001260        0.000863
2010-2019       22             0.000465        0.001321        0.000903
2010-2019       23             0.000494        0.001350        0.000932
2010-2019       24             0.000514        0.001402        0.000968
2010-2019       25             0.000548        0.001435        0.001001
2010-2019       26             0.000580        0.001468        0.001032
2010-2019       27             0.000611        0.001508        0.001066
2010-2019       28             0.000653        0.001550        0.001107
2010-2019       29             0.000687        0.001586        0.001141
2010-2019       30             0.000739        0.001610        0.001179
2010-2019       31             0.000776        0.001659        0.001221
2010-2019       32             0.000831        0.001697        0.001266
2010-2019       33             0.000880        0.001748        0.001316
2010-2019       34             0.000925        0.001816        0.001372
2010-2019       35             0.000992        0.001867        0.001430
2010-2019       36             0.001051        0.001924        0.001487
2010-2019       37             0.001106        0.002005        0.001555
2010-2019       38             0.001186        0.002082        0.001632
2010-2019       39             0.001266        0.002184        0.001724
2010-2019       40             0.001348        0.002295        0.001819
2010-2019       41             0.001443        0.002414        0.001926
2010-2019       42             0.001575        0.002555        0.002062
2010-2019       43             0.001707        0.002720        0.002210
2010-2019       44             0.001846        0.002946        0.002392
2010-2019       45             0.002022        0.003212        0.002612
2010-2019       46             0.002234        0.003528        0.002875
2010-2019       47             0.002406        0.003854        0.003123
2010-2019       48             0.002638        0.004190        0.003405
2010-2019       49             0.002898        0.004597        0.003737
2010-2019       50             0.003166        0.005052        0.004096
2010-2019       51             0.003459        0.005527        0.004476
2010-2019       52             0.003746        0.006030        0.004868
2010-2019       53             0.004028        0.006566        0.005273
2010-2019       54             0.004373        0.007164        0.005739
2010-2019       55             0.004718        0.007848        0.006245
2010-2019       56             0.005097        0.008468        0.006738
2010-2019       57             0.005496        0.009167        0.007279
2010-2019       58             0.005865        0.009859        0.007800
2010-2019       59             0.006267        0.010628        0.008373
2010-2019       60             0.006752        0.011382        0.008981
2010-2019       61             0.007248        0.012220        0.009635
2010-2019       62             0.007823        0.013107        0.010353
2010-2019       63             0.008448        0.014035        0.011115
2010-2019       64             0.009121        0.014942        0.011892
2010-2019       65             0.009833        0.015907        0.012716
2010-2019       66             0.010628        0.017046        0.013665
2010-2019       67             0.011576        0.018219        0.014710
2010-2019       68             0.012651        0.019608        0.015922
2010-2019       69             0.013882        0.021204        0.017310
2010-2019       70             0.015284        0.023001        0.018880
2010-2019       71             0.016751        0.025044        0.020598
2010-2019       72             0.018463        0.027234        0.022507
2010-2019       73             0.020236        0.029710        0.024576
2010-2019       74             0.022307        0.032490        0.026937
2010-2019       75             0.024740        0.035694        0.029681
2010-2019       76             0.027198        0.039000        0.032475
2010-2019       77             0.030150        0.042909        0.035800
2010-2019       78             0.033360        0.046862        0.039275
2010-2019       79             0.037185        0.051738        0.043485
2010-2019       80             0.042040        0.057770        0.048779
2010-2019       81             0.046940        0.064269        0.054257
2010-2019       82             0.053007        0.071659        0.060754
2010-2019       83             0.059478        0.079641        0.067699
2010-2019       84             0.067097        0.089504        0.076046
2010-2019       85             0.076028        0.099745        0.085284
2010-2019       86             0.085579        0.111687        0.095518
2010-2019       87             0.097392        0.125980        0.107987
2010-2019       88             0.109566        0.140856        0.120807
2010-2019       89             0.123606        0.157437        0.135332
2010-2019       90             0.140089        0.176951        0.152389
2010-2019       91             0.156680        0.196722        0.169499
2010-2019       92             0.175354        0.220469        0.189161
2010-2019       93             0.195308        0.245761        0.209996
2010-2019       94             0.218635        0.271066        0.233098
2010-2019       95             0.243046        0.299564        0.257750
2010-2019       96             0.268589        0.330526        0.283689
2010-2019       97             0.295926        0.361375        0.310754
2010-2019       98             0.324996        0.393841        0.339476
2010-2019       99             0.350925        0.422800        0.364854
2010-2019      100             0.382846        0.459896        0.396559
2010-2019      101             0.415823        0.494174        0.428500
2010-2019      102             0.452116        0.529428        0.463568
2010-2019      103             0.479801        0.568573        0.491822
2010-2019      104             0.517704        0.578920        0.525280
2010-2019      105             0.553129        0.604838        0.559030
2010-2019      106             0.572211        0.601547        0.575357
2010-2019      107             0.583860        0.643714        0.589962
2010-2019      108             0.651405        0.617713        0.648097
2010-2019      109             0.656153        0.535438        0.643298
2010-2019      110+            0.652395        0.362703        0.603779
2020-2021        0             0.004983        0.005849        0.005426
2020-2021        1             0.000352        0.000412        0.000383
2020-2021        2             0.000217        0.000267        0.000242
2020-2021        3             0.000159        0.000215        0.000188
2020-2021        4             0.000133        0.000163        0.000148
2020-2021        5             0.000111        0.000150        0.000131
2020-2021        6             0.000104        0.000133        0.000119
2020-2021        7             0.000103        0.000121        0.000112
2020-2021        8             0.000098        0.000110        0.000104
2020-2021        9             0.000088        0.000117        0.000103
2020-2021       10             0.000096        0.000134        0.000115
2020-2021       11             0.000105        0.000144        0.000125
2020-2021       12             0.000125        0.000156        0.000141
2020-2021       13             0.000151        0.000223        0.000188
2020-2021       14             0.000177        0.000303        0.000241
2020-2021       15             0.000212        0.000417        0.000317
2020-2021       16             0.000269        0.000592        0.000434
2020-2021       17             0.000314        0.000800        0.000563
2020-2021       18             0.000425        0.001110        0.000775
2020-2021       19             0.000452        0.001329        0.000900
2020-2021       20             0.000505        0.001380        0.000952
2020-2021       21             0.000572        0.001576        0.001084
2020-2021       22             0.000592        0.001663        0.001138
2020-2021       23             0.000657        0.001715        0.001196
2020-2021       24             0.000685        0.001811        0.001259
2020-2021       25             0.000744        0.001927        0.001347
2020-2021       26             0.000782        0.001998        0.001402
2020-2021       27             0.000845        0.002113        0.001490
2020-2021       28             0.000892        0.002225        0.001569
2020-2021       29             0.000980        0.002353        0.001675
2020-2021       30             0.001051        0.002461        0.001764
2020-2021       31             0.001093        0.002558        0.001833
2020-2021       32             0.001206        0.002612        0.001916
2020-2021       33             0.001295        0.002700        0.002006
2020-2021       34             0.001330        0.002770        0.002059
2020-2021       35             0.001413        0.002869        0.002149
2020-2021       36             0.001490        0.002964        0.002235
2020-2021       37             0.001595        0.003085        0.002347
2020-2021       38             0.001664        0.003198        0.002437
2020-2021       39             0.001775        0.003405        0.002596
2020-2021       40             0.001888        0.003561        0.002729
2020-2021       41             0.002032        0.003711        0.002875
2020-2021       42             0.002139        0.003821        0.002982
2020-2021       43             0.002255        0.004029        0.003143
2020-2021       44             0.002395        0.004190        0.003293
2020-2021       45             0.002562        0.004419        0.003489
2020-2021       46             0.002786        0.004759        0.003770
2020-2021       47             0.002974        0.005037        0.004002
2020-2021       48             0.003201        0.005497        0.004345
2020-2021       49             0.003433        0.005843        0.004636
2020-2021       50             0.003772        0.006369        0.005070
2020-2021       51             0.004033        0.006765        0.005397
2020-2021       52             0.004370        0.007386        0.005873
2020-2021       53             0.004703        0.007910        0.006298
2020-2021       54             0.005042        0.008619        0.006817
2020-2021       55             0.005520        0.009392        0.007434
2020-2021       56             0.006022        0.010255        0.008109
2020-2021       57             0.006557        0.010938        0.008712
2020-2021       58             0.006952        0.011837        0.009349
2020-2021       59             0.007694        0.012688        0.010141
2020-2021       60             0.008323        0.013898        0.011049
2020-2021       61             0.008997        0.014946        0.011897
2020-2021       62             0.009625        0.015943        0.012693
2020-2021       63             0.010377        0.017238        0.013697
2020-2021       64             0.011114        0.018340        0.014594
2020-2021       65             0.011845        0.019452        0.015489
2020-2021       66             0.012577        0.020715        0.016457
2020-2021       67             0.013502        0.021965        0.017518
2020-2021       68             0.014506        0.023445        0.018729
2020-2021       69             0.015635        0.024844        0.019966
2020-2021       70             0.017095        0.026925        0.021697
2020-2021       71             0.018849        0.028704        0.023446
2020-2021       72             0.020712        0.031075        0.025537
2020-2021       73             0.022534        0.033293        0.027548
2020-2021       74             0.025110        0.036630        0.030449
2020-2021       75             0.027816        0.040374        0.033574
2020-2021       76             0.030992        0.044722        0.037230
2020-2021       77             0.034523        0.049411        0.041239
2020-2021       78             0.038231        0.054625        0.045561
2020-2021       79             0.042236        0.059809        0.050012
2020-2021       80             0.047222        0.065648        0.055281
2020-2021       81             0.052447        0.072379        0.061065
2020-2021       82             0.058700        0.079696        0.067666
2020-2021       83             0.065443        0.088945        0.075332
2020-2021       84             0.073393        0.098395        0.083746
2020-2021       85             0.083791        0.112335        0.095344
2020-2021       86             0.093788        0.124706        0.105983
2020-2021       87             0.105947        0.140897        0.119418
2020-2021       88             0.120853        0.157719        0.134841
2020-2021       89             0.135173        0.167857        0.147483
2020-2021       90             0.151340        0.182586        0.162848
2020-2021       91             0.168284        0.204866        0.181240
2020-2021       92             0.188456        0.228189        0.201914
2020-2021       93             0.211918        0.254270        0.225580
2020-2021       94             0.234677        0.279545        0.248401
2020-2021       95             0.260677        0.312735        0.275693
2020-2021       96             0.289347        0.340592        0.303309
2020-2021       97             0.317648        0.376168        0.332688
2020-2021       98             0.345482        0.407516        0.360355
2020-2021       99             0.376290        0.447201        0.392034
2020-2021      100             0.415863        0.476248        0.428276
2020-2021      101             0.441797        0.524789        0.457546
2020-2021      102             0.474438        0.547081        0.486969
2020-2021      103             0.522189        0.578109        0.530898
2020-2021      104             0.543129        0.570902        0.547079
2020-2021      105             0.592401        0.635303        0.598177
2020-2021      106             0.590839        0.678924        0.601823
2020-2021      107             0.629639        0.709180        0.638419
2020-2021      108             0.672841        0.587689        0.663930
2020-2021      109             0.686745        0.629817        0.680506
2020-2021      110+            0.831300        0.392726        0.744747
